icd9_code,icd10_code,rank,reason
1723,C4331,3,"Specifies the nose, which is a part of the face. While the ICD-9 code is 'unspecified', this code represents a possible specific location within the broader category."
1723,D0330,4,"Refers to 'melanoma in situ', which is a less advanced stage than 'malignant melanoma'. The ICD-9 code specifies malignancy."
1723,D0339,5,"Refers to 'melanoma in situ' of 'other parts of face', which is a less advanced stage than 'malignant melanoma'."
1724,C434,1,"Direct semantic match for 'Malignant melanoma of skin of scalp and neck'. Captures malignancy, melanoma, and the specific body site (scalp and neck)."
1724,D034,2,"Related semantic match. Refers to melanoma of the same body site (scalp and neck) but specifies 'in situ', which is less severe than 'malignant'. While not a direct match for 'malignant', it captures the core elements of melanoma and location."
1725,C4359,1,"This code directly maps the ICD-9 description 'Malignant melanoma of skin of trunk, except scrotum' to 'Malignant melanoma of other part of trunk'. It captures the malignancy and the general body site (trunk) while excluding the scrotum implicitly."
1725,D0359,2,"This code represents 'Melanoma in situ of other part of trunk'. While it correctly identifies the body site (trunk), it specifies 'in situ', which is a less advanced stage than 'malignant' in the ICD-9 description. It's a potential match if the ICD-9 code was incorrectly used for an in situ lesion, but less accurate semantically."
1725,D0352,3,"This code represents 'Melanoma in situ of breast (skin) (soft tissue)'. It specifies 'in situ' and a specific body site (breast) which is part of the trunk, but is much more specific than the ICD-9 description allows. The ICD-9 code covers the entire trunk, not just the breast."
1725,D0351,4,"This code represents 'Melanoma in situ of anal skin'. It specifies 'in situ' and a specific body site (anal skin) which is not typically considered part of the 'trunk' as described in the ICD-9 code. Therefore, it is a poor semantic match."
1726,C4360,1,"Matches 'malignant melanoma' and 'upper limb, including shoulder'. The 'unspecified' nature of the upper limb in the ICD-10 code aligns with the lack of laterality specified in the ICD-9 code."
1726,D0360,2,"Matches 'upper limb, including shoulder' but describes 'melanoma in situ', which is less severe than 'malignant melanoma'."
1726,D0361,3,"Matches 'upper limb, including shoulder' but describes 'melanoma in situ' and specifies 'right' laterality, which is not specified in the ICD-9 code."
1726,D0362,4,"Matches 'upper limb, including shoulder' but describes 'melanoma in situ' and specifies 'left' laterality, which is not specified in the ICD-9 code."
1727,C4370,1,"This code directly corresponds to the ICD-9 description, specifying 'malignant melanoma' and the location 'unspecified lower limb, including hip'. It matches both the malignancy type and the body site."
1727,D0370,2,"This code specifies the correct body site ('unspecified lower limb, including hip') but describes 'melanoma in situ', which is a pre-invasive form, whereas the ICD-9 code specifies 'malignant melanoma', indicating an invasive cancer. It is semantically related but less specific regarding the malignancy stage."
1727,D0371,3,"This code specifies 'melanoma in situ' and a specific laterality ('right lower limb, including hip'). While the body site is more specific than the ICD-9 code, it incorrectly describes the malignancy as 'in situ' rather than 'malignant'."
1727,D0372,4,"This code specifies 'melanoma in situ' and a specific laterality ('left lower limb, including hip'). Similar to D0371, it incorrectly describes the malignancy as 'in situ' rather than 'malignant', although it provides specific laterality."
1728,C438,1,"This code directly maps the concept of 'malignant melanoma' to 'other specified sites of skin'. The term 'overlapping sites' is a reasonable interpretation of 'other specified sites' in ICD-9, focusing on the non-specific but defined location on the skin."
1728,D038,2,"This code refers to 'melanoma in situ', which is a pre-invasive stage of melanoma. The ICD-9 code specifies 'malignant melanoma', implying invasion, making this a less precise match than C438, although it relates to melanoma on the skin."
1729,C439,1,"Direct semantic match for 'Melanoma of skin, site unspecified'. 'Malignant melanoma' corresponds to 'Melanoma', and 'unspecified' corresponds to 'site unspecified'."
1729,D039,2,"Represents 'Melanoma in situ', which is a specific stage of melanoma. While related, it's not a direct match for the unspecified melanoma in the ICD-9 code."
17330,C44309,1,Matches 'unspecified malignant neoplasm of skin of other parts of face'. This is the most specific match for the 'other parts of face' portion of the ICD-9 description.
17330,C44300,2,Matches 'unspecified malignant neoplasm of skin of unspecified part of face'. This covers the 'unspecified parts of face' portion of the ICD-9 description.
17330,C44301,3,"Matches 'unspecified malignant neoplasm of skin of nose'. While the nose is part of the face, the ICD-9 code specifically includes 'other and unspecified parts', making this a less direct match than the others."
17331,C44319,1,"This code captures the 'other parts of face' aspect of the ICD-9 code, which is the most specific match for the 'other and unspecified parts' description."
17331,C44310,2,This code matches the 'unspecified parts of face' aspect but is less specific than C44319 regarding the 'other parts' component.
17331,C44311,3,"This code specifies the 'nose', which is a specific part of the face, but the ICD-9 code includes 'other and unspecified parts', making this code less representative of the original description."
17332,C44320,1,This code directly matches the 'unspecified parts of face' component of the ICD-9 description. It is the most specific match for the 'unspecified' part.
17332,C44329,2,This code matches the 'other parts of face' component. It is less specific than C44320 but still captures the 'other' aspect of the ICD-9 code.
17332,C44321,3,"This code specifies the 'nose', which is a part of the face, but the ICD-9 code is for 'other and unspecified parts', making this code too specific and not a direct semantic match for the 'other and unspecified' qualifier."
17339,C44390,1,This code directly maps the 'unspecified parts of face' from the ICD-9 code. The 'Other specified malignant neoplasm of skin' part is also identical.
17339,C44399,2,"This code specifies 'other parts of face', which is semantically close to 'other and unspecified parts of face' in ICD-9, but C44390 is a more direct match for the 'unspecified' component."
17339,C44391,3,"This code specifies 'nose', which is a specific part of the face, whereas the ICD-9 code specifies 'other and unspecified parts of face'. While the nose is part of the face, this code is less general than the ICD-9 code."
17350,C44509,1,"This code specifies 'skin of other part of trunk', which is the closest semantic match to the ICD-9 description 'skin of trunk, except scrotum'. The ICD-9 code excludes the scrotum, and C44509 covers the remaining trunk areas."
17350,C44500,2,"This code specifies 'anal skin', which is anatomically distinct from the 'trunk' specified in the ICD-9 code. While both are skin neoplasms, the body site is incorrect."
17350,C44501,3,"This code specifies 'skin of breast', which is anatomically distinct from the 'trunk' specified in the ICD-9 code. While both are skin neoplasms, the body site is incorrect."
17351,C44519,1,"This code specifies 'skin of other part of trunk', which is the closest semantic match to the ICD-9 description 'skin of trunk, except scrotum'. The ICD-9 code explicitly excludes the scrotum, and C44519 covers the remaining trunk areas."
