,Unnamed: 0,icd9_code,icd10_code,rank,reason
147,147.0,1718,C498,1,"This code directly maps the connective and soft tissue malignancy described in the ICD-9 code, although it specifies 'overlapping sites' rather than 'other specified sites'. It is the closest semantic match."
148,148.0,1718,C478,2,"This code involves malignant neoplasms but specifies peripheral nerves and the autonomic nervous system, which are distinct from connective and other soft tissues mentioned in the ICD-9 code."
149,149.0,1720,C430,1,"Directly maps the ICD-9 description 'Malignant melanoma of skin of lip' to 'Malignant melanoma of lip'. This code captures the malignancy, the specific cancer type (melanoma), and the body site (lip), matching the ICD-9 description closely in terms of clinical semantics."
150,150.0,1720,D030,2,"Represents 'Melanoma in situ of lip'. While it specifies the body site (lip) and cancer type (melanoma), 'in situ' indicates a pre-invasive stage, which is semantically different from the 'Malignant' qualifier in the ICD-9 code. It is less specific regarding the stage of malignancy compared to the ICD-9 code."
151,151.0,1722,C4320,1,"Directly maps the ICD-9 description 'Malignant melanoma of skin of ear and external auditory canal' to 'Malignant melanoma of unspecified ear and external auricular canal'. It captures the malignancy ('Malignant melanoma'), the body site ('ear and external auditory canal'/'external auricular canal'), and the unspecified laterality, consistent with the ICD-9 code."
152,152.0,1722,D0320,2,"Represents 'Melanoma in situ', which is a type of melanoma but less severe than 'Malignant melanoma' specified in the ICD-9 code. While related, it lacks the 'malignant' descriptor, making it less specific."
153,153.0,1722,D0321,3,"Represents 'Melanoma in situ of right ear'. It specifies laterality ('right') and the 'in situ' stage, neither of which is present in the ICD-9 code. It is less specific regarding the malignancy stage than C4320."
154,154.0,1722,D0322,4,"Represents 'Melanoma in situ of left ear'. Similar to D0321, it specifies laterality ('left') and the 'in situ' stage, which are not in the ICD-9 code. It is less specific regarding the malignancy stage than C4320."
155,155.0,1723,C4330,1,Directly corresponds to 'unspecified part of face' in the ICD-9 description. Captures the malignancy and face location.
156,156.0,1723,C4339,2,"Corresponds to 'other parts of face', which is a component of the ICD-9 description 'other and unspecified parts of face'. This is a close match for the 'other' part."
157,157.0,1723,C4331,3,"Specifies the nose, which is a part of the face. While the ICD-9 code is 'unspecified', this code represents a possible specific location within the broader category."
158,158.0,1723,D0330,4,"Refers to 'melanoma in situ', which is a less advanced stage than 'malignant melanoma'. The ICD-9 code specifies malignancy."
159,159.0,1723,D0339,5,"Refers to 'melanoma in situ' of 'other parts of face', which is a less advanced stage than 'malignant melanoma'."
160,160.0,1724,C434,1,"Direct semantic match for 'Malignant melanoma of skin of scalp and neck'. Captures malignancy, melanoma, and the specific body site (scalp and neck)."
161,161.0,1724,D034,2,"Related semantic match. Refers to melanoma of the same body site (scalp and neck) but specifies 'in situ', which is less severe than 'malignant'. While not a direct match for 'malignant', it captures the core elements of melanoma and location."
162,162.0,1725,C4359,1,"This code directly maps the ICD-9 description 'Malignant melanoma of skin of trunk, except scrotum' to 'Malignant melanoma of other part of trunk'. It captures the malignancy and the general body site (trunk) while excluding the scrotum implicitly."
163,163.0,1725,D0359,2,"This code represents 'Melanoma in situ of other part of trunk'. While it correctly identifies the body site (trunk), it specifies 'in situ', which is a less advanced stage than 'malignant' in the ICD-9 description. It's a potential match if the ICD-9 code was incorrectly used for an in situ lesion, but less accurate semantically."
164,164.0,1725,D0352,3,"This code represents 'Melanoma in situ of breast (skin) (soft tissue)'. It specifies 'in situ' and a specific body site (breast) which is part of the trunk, but is much more specific than the ICD-9 description allows. The ICD-9 code covers the entire trunk, not just the breast."
165,165.0,1725,D0351,4,"This code represents 'Melanoma in situ of anal skin'. It specifies 'in situ' and a specific body site (anal skin) which is not typically considered part of the 'trunk' as described in the ICD-9 code. Therefore, it is a poor semantic match."
166,166.0,1726,C4360,1,"Matches 'malignant melanoma' and 'upper limb, including shoulder'. The 'unspecified' nature of the upper limb in the ICD-10 code aligns with the lack of laterality specified in the ICD-9 code."
167,167.0,1726,D0360,2,"Matches 'upper limb, including shoulder' but describes 'melanoma in situ', which is less severe than 'malignant melanoma'."
168,168.0,1726,D0361,3,"Matches 'upper limb, including shoulder' but describes 'melanoma in situ' and specifies 'right' laterality, which is not specified in the ICD-9 code."
169,169.0,1726,D0362,4,"Matches 'upper limb, including shoulder' but describes 'melanoma in situ' and specifies 'left' laterality, which is not specified in the ICD-9 code."
170,170.0,1727,C4370,1,"This code directly corresponds to the ICD-9 description, specifying 'malignant melanoma' and the location 'unspecified lower limb, including hip'. It matches both the malignancy type and the body site."
171,171.0,1727,D0370,2,"This code specifies the correct body site ('unspecified lower limb, including hip') but describes 'melanoma in situ', which is a pre-invasive form, whereas the ICD-9 code specifies 'malignant melanoma', indicating an invasive cancer. It is semantically related but less specific regarding the malignancy stage."
172,172.0,1727,D0371,3,"This code specifies 'melanoma in situ' and a specific laterality ('right lower limb, including hip'). While the body site is more specific than the ICD-9 code, it incorrectly describes the malignancy as 'in situ' rather than 'malignant'."
173,173.0,1727,D0372,4,"This code specifies 'melanoma in situ' and a specific laterality ('left lower limb, including hip'). Similar to D0371, it incorrectly describes the malignancy as 'in situ' rather than 'malignant', although it provides specific laterality."
174,174.0,1728,C438,1,"This code directly maps the concept of 'malignant melanoma' to 'other specified sites of skin'. The term 'overlapping sites' is a reasonable interpretation of 'other specified sites' in ICD-9, focusing on the non-specific but defined location on the skin."
175,175.0,1728,D038,2,"This code refers to 'melanoma in situ', which is a pre-invasive stage of melanoma. The ICD-9 code specifies 'malignant melanoma', implying invasion, making this a less precise match than C438, although it relates to melanoma on the skin."
176,176.0,1729,C439,1,"Direct semantic match for 'Melanoma of skin, site unspecified'. 'Malignant melanoma' corresponds to 'Melanoma', and 'unspecified' corresponds to 'site unspecified'."
177,177.0,1729,D039,2,"Represents 'Melanoma in situ', which is a specific stage of melanoma. While related, it's not a direct match for the unspecified melanoma in the ICD-9 code."
178,178.0,17330,C44309,1,Matches 'unspecified malignant neoplasm of skin of other parts of face'. This is the most specific match for the 'other parts of face' portion of the ICD-9 description.
179,179.0,17330,C44300,2,Matches 'unspecified malignant neoplasm of skin of unspecified part of face'. This covers the 'unspecified parts of face' portion of the ICD-9 description.
180,180.0,17330,C44301,3,"Matches 'unspecified malignant neoplasm of skin of nose'. While the nose is part of the face, the ICD-9 code specifically includes 'other and unspecified parts', making this a less direct match than the others."
181,181.0,17331,C44319,1,"This code captures the 'other parts of face' aspect of the ICD-9 code, which is the most specific match for the 'other and unspecified parts' description."
182,182.0,17331,C44310,2,This code matches the 'unspecified parts of face' aspect but is less specific than C44319 regarding the 'other parts' component.
183,183.0,17331,C44311,3,"This code specifies the 'nose', which is a specific part of the face, but the ICD-9 code includes 'other and unspecified parts', making this code less representative of the original description."
184,184.0,17332,C44320,1,This code directly matches the 'unspecified parts of face' component of the ICD-9 description. It is the most specific match for the 'unspecified' part.
185,185.0,17332,C44329,2,This code matches the 'other parts of face' component. It is less specific than C44320 but still captures the 'other' aspect of the ICD-9 code.
